ID,poi shape,poi type,coordinate,amenity_types
6705,Point,fast_food," 19.0363561, 47.5432603 ",Sustenance
6706,Point,parking," 19.0380477, 47.5406233 ",Parking
6707,Point,school," 19.2156207, 47.388241 ",School
6708,Point,kindergarten," 19.2142646, 47.3893683 ",School
6709,Point,post_office," 19.2118356, 47.3847717 ",others
6710,Point,arts_centre," 19.2155931, 47.3812956 ",Arts
6711,Point,school," 19.2055187, 47.3763943 ",School
6712,Point,parking," 18.9240528, 47.5988152 ",Parking
6713,Point,school," 19.2279572, 47.387567 ",School
6714,Point,school," 19.2054544, 47.3797915 ",School
6715,Point,place_of_worship," 19.0956611, 47.5546468 ",Religion
6716,Point,fuel," 19.2068077, 47.4166689 ",Fuel Station
6717,Point,school," 19.2161602, 47.4203704 ",School
6718,Point,townhall," 19.2148281, 47.3820963 ",Government
6719,Point,doctors," 19.2143033, 47.3823753 ",Healthcare
6720,Point,parking," 18.9346818, 47.4564145 ",Parking
6721,Point,parking," 19.2014269, 47.433671 ",Parking
6722,Point,hospital," 19.026002, 47.46122 ",Healthcare
6723,Point,parking," 18.998517, 47.4718482 ",Parking
6724,Point,parking," 18.9992337, 47.4714767 ",Parking
6725,Point,school," 19.0378124, 47.5017325 ",School
6726,Point,parking," 19.0593224, 47.5322032 ",Parking
6727,Point,parking," 19.0582921, 47.529909 ",Parking
6728,Point,parking," 19.0588009, 47.5310294 ",Parking
6729,Point,parking," 19.0598823, 47.5333727 ",Parking
6730,Point,social_facility," 19.1325215, 47.5501645 ",Healthcare
6731,Point,fuel," 19.1359716, 47.5506707 ",Fuel Station
6732,Point,fuel," 19.1384669, 47.5501494 ",Fuel Station
6733,Point,kindergarten," 19.0558601, 47.4735734 ",School
6734,Point,post_office," 19.0540673, 47.4736485 ",others
6735,Point,school," 19.0670322, 47.6016405 ",School
6736,Point,school," 19.0636414, 47.6008256 ",School
6737,Point,place_of_worship," 19.0679815, 47.6027211 ",Religion
6738,Point,school," 19.0622335, 47.5991352 ",School
6739,Point,kindergarten," 19.0646911, 47.6009668 ",School
6740,Point,marketplace," 19.0571359, 47.5980702 ",others
6741,Point,school," 19.0637804, 47.5987403 ",School
6742,Point,social_facility," 19.0648892, 47.598577 ",Healthcare
6743,Point,kindergarten," 19.0629348, 47.5987221 ",School
6744,Point,marketplace," 19.0637065, 47.5952709 ",others
6745,Point,parking," 19.0603364, 47.601843 ",Parking
6746,Point,kindergarten," 19.0580802, 47.5958104 ",School
6747,Point,parking," 19.0562289, 47.5976554 ",Parking
6748,Point,school," 19.0572258, 47.5963177 ",School
6749,Point,school," 19.0572441, 47.5958926 ",School
6750,Point,fast_food," 19.0635485, 47.6133575 ",Sustenance
6751,Point,theatre," 19.0500965, 47.5298462 ",Entertainment
6752,Point,place_of_worship," 19.0515774, 47.5308291 ",Religion
6753,Point,school," 19.1558408, 47.4549866 ",School
6754,Point,parking," 18.9664113, 47.4513041 ",Parking
6755,Point,parking," 18.9590144, 47.4528772 ",Parking
6756,Point,parking," 18.9553707, 47.4531604 ",Parking
6757,Point,parking," 18.9582538, 47.4527189 ",Parking
6758,Point,parking," 19.0135608, 47.404421 ",Parking
6759,Point,marketplace," 19.0247872, 47.508938 ",others
6760,Point,marketplace," 19.0376113, 47.5060795 ",others
6761,Point,parking," 18.8878402, 47.4406445 ",Parking
6762,Point,parking," 18.88653, 47.4431958 ",Parking
6763,Point,parking," 18.8877673, 47.4425523 ",Parking
6764,Point,school," 18.9609915, 47.5622886 ",School
6765,Point,parking," 19.0196363, 47.4580074 ",Parking
6766,Point,parking," 19.0196038, 47.4575559 ",Parking
6767,Point,school," 19.0450333, 47.4786103 ",School
6768,Point,college," 19.0432216, 47.4787029 ",School
6769,Point,place_of_worship," 19.0422731, 47.478863 ",Religion
6770,Point,place_of_worship," 19.1371418, 47.5416406 ",Religion
6771,Point,kindergarten," 18.9918455, 47.3956716 ",School
6772,Point,bus_station," 19.0277409, 47.5082772 ",others
6773,Point,parking," 19.0664584, 47.4831187 ",Parking
6774,Point,place_of_worship," 19.0671232, 47.4833755 ",Religion
6775,Point,school," 19.0663652, 47.4847326 ",School
6776,Point,school," 19.0669762, 47.4840333 ",School
6777,Point,school," 19.041113, 47.4793136 ",School
6778,Point,ferry_terminal," 18.9418387, 47.3288201 ",others
6779,Point,fast_food," 19.1463476, 47.5659641 ",Sustenance
6780,Point,school," 19.1149927, 47.5563353 ",School
6781,Point,nightclub," 19.062944, 47.4765153 ",Entertainment
6782,Point,school," 18.9468892, 47.4574898 ",School
6783,Point,police," 18.9430126, 47.4609904 ",Police
6784,Point,school," 18.9420168, 47.4573525 ",School
6785,Point,kindergarten," 18.945831, 47.459631 ",School
6786,Point,kindergarten," 18.9608781, 47.4615795 ",School
6787,Point,kindergarten," 18.9465838, 47.4615905 ",School
6788,Point,school," 18.9624507, 47.4623127 ",School
6789,Point,parking," 18.9439641, 47.457572 ",Parking
6790,Point,fire_station," 18.9393397, 47.4422549 ",others
6791,Point,school," 18.9697846, 47.463919 ",School
6792,Point,place_of_worship," 18.9627152, 47.4617218 ",Religion
6793,Point,kindergarten," 18.9409623, 47.4589564 ",School
6794,Point,parking," 18.9450469, 47.4621655 ",Parking
6795,Point,parking," 18.9475093, 47.4580999 ",Parking
6796,Point,school," 18.9709445, 47.45664 ",School
6797,Point,school," 18.9759975, 47.4585318 ",School
6798,Point,school," 18.9402928, 47.4613495 ",School
6799,Point,courthouse," 18.9386158, 47.4616915 ",Government
6800,Point,community_centre," 18.9599487, 47.46142 ",Entertainment
6801,Point,parking," 18.9394994, 47.4599711 ",Parking
6802,Point,kindergarten," 18.9697461, 47.464494 ",School
6803,Point,parking," 18.9215715, 47.507198 ",Parking
6804,Point,parking," 19.0412411, 47.4975276 ",Parking
6805,Point,bus_station," 19.1360197, 47.5015047 ",others
6806,Point,fountain," 19.3941504, 47.4227696 ",Arts
6807,Point,parking," 19.3862371, 47.4263137 ",Parking
6808,Point,kindergarten," 19.1250487, 47.543007 ",School
6809,Point,place_of_worship," 18.9644679, 47.6407782 ",Religion
6810,Point,grave_yard," 18.960578, 47.6393785 ",others
6811,Point,public_building," 19.1391167, 47.504929 ",others
6812,Point,shelter," 19.1306354, 47.5038026 ",others
6813,Point,parking," 19.1574861, 47.5800694 ",Parking
6814,Point,parking," 19.222873, 47.438619 ",Parking
6815,Point,theatre," 19.0471645, 47.4729424 ",Entertainment
6816,Point,parking," 19.0781907, 47.5558115 ",Parking
6817,Point,fuel," 19.0465486, 47.5532947 ",Fuel Station
6818,Point,hospital," 19.0983448, 47.5184957 ",Healthcare
6819,Point,parking," 19.1605957, 47.5783736 ",Parking
6820,Point,hospital," 19.0818454, 47.4837511 ",Healthcare
6821,Point,hospital," 19.0926925, 47.4789537 ",Healthcare
6822,Point,university," 19.0779989, 47.4808788 ",School
6823,Point,hospital," 19.0874026, 47.4770703 ",Healthcare
6824,Point,parking," 18.9362857, 47.4284725 ",Parking
6825,Point,university," 19.0680435, 47.484862 ",School
6826,Point,university," 19.0798589, 47.4814088 ",School
6827,Point,university," 19.0786749, 47.4908537 ",School
6828,Point,university," 19.0780568, 47.4913213 ",School
6829,Point,university," 19.0661127, 47.4885383 ",School
6830,Point,parking," 18.9054078, 47.4528691 ",Parking
6831,Point,post_office," 18.9148641, 47.4347329 ",others
6832,Point,doctors," 18.9134126, 47.4357285 ",Healthcare
6833,Point,school," 19.0625566, 47.5027364 ",School
6834,Point,kindergarten," 18.915113, 47.4409689 ",School
6835,Point,parking," 18.9151271, 47.4413877 ",Parking
6836,Point,parking," 19.0429775, 47.4871536 ",Parking
6837,Point,place_of_worship," 19.0301814, 47.4171893 ",Religion
6838,Point,parking," 18.8883228, 47.4651979 ",Parking
6839,Point,parking," 18.8868552, 47.4668063 ",Parking
6840,Point,parking," 18.8956375, 47.4590007 ",Parking
6841,Point,parking," 18.8860843, 47.4659728 ",Parking
6842,Point,parking," 18.8893565, 47.4654182 ",Parking
6843,Point,parking," 18.972468, 47.4535566 ",Parking
6844,Point,parking," 18.8872817, 47.464309 ",Parking
6845,Point,parking," 18.9605509, 47.4517666 ",Parking
6846,Point,parking," 18.9016872, 47.4679256 ",Parking
6847,Point,parking," 18.9425259, 47.4537722 ",Parking
6848,Point,parking," 18.9022947, 47.4559666 ",Parking
6849,Point,parking," 18.9366054, 47.4530598 ",Parking
6850,Point,parking," 18.9497709, 47.4550126 ",Parking
6851,Point,university," 19.0592834, 47.4850878 ",School
6852,Point,school," 19.2018875, 47.5112316 ",School
6853,Point,college," 19.2025831, 47.5090109 ",School
6854,Point,parking," 19.2289088, 47.4834318 ",Parking
6855,Point,parking," 19.1504663, 47.5415223 ",Parking
6856,Point,parking," 19.1517989, 47.5406686 ",Parking
6857,Point,b," 19.1423797, 47.5518921 ",others
6858,Point,parking," 19.141356, 47.5523107 ",Parking
6859,Point,parking," 19.0503174, 47.3446679 ",Parking
6860,Point,parking," 19.0187812, 47.3368863 ",Parking
6861,Point,parking," 19.3513483, 47.4435056 ",Parking
6862,Point,parking," 19.3499368, 47.4430946 ",Parking
6863,Point,parking," 19.3497052, 47.4435976 ",Parking
6864,Point,parking," 19.3697527, 47.4475879 ",Parking
6865,Point,parking," 19.3633367, 47.4482404 ",Parking
6866,Point,parking," 19.36189, 47.4483257 ",Parking
6867,Point,place_of_worship," 19.3379405, 47.4467658 ",Religion
6868,Point,parking," 19.2519887, 47.5398651 ",Parking
6869,Point,fuel," 19.2466534, 47.5395297 ",Fuel Station
6870,Point,parking," 19.2480779, 47.5403633 ",Parking
6871,Point,parking," 19.2458219, 47.538991 ",Parking
6872,Point,parking," 19.2448097, 47.5403066 ",Parking
6873,Point,parking," 19.2437788, 47.5395859 ",Parking
6874,Point,parking," 19.2427093, 47.5401962 ",Parking
6875,Point,parking," 19.1628988, 47.5800378 ",Parking
6876,Point,parking," 19.0042649, 47.5117302 ",Parking
6877,Point,parking," 19.1514835, 47.5039977 ",Parking
6878,Point,parking," 19.2154618, 47.5033591 ",Parking
6879,Point,parking," 18.9854255, 47.4461668 ",Parking
6880,Point,parking," 19.0690778, 47.4241552 ",Parking
6881,Point,parking," 18.9708258, 47.5000628 ",Parking
6882,Point,fuel," 19.0814899, 47.5743242 ",Fuel Station
6883,Point,compressed_air," 19.1114013, 47.5711232 ",others
6884,Point,parking," 18.8743028, 47.4700355 ",Parking
6885,Point,parking," 18.877429, 47.4664523 ",Parking
6886,Point,parking," 18.8698448, 47.4697946 ",Parking
6887,Point,parking," 19.0260135, 47.3823258 ",Parking
6888,Point,place_of_worship," 19.0354024, 47.4279508 ",Religion
6889,Point,school," 18.9006998, 47.5691382 ",School
6890,Point,place_of_worship," 19.0688906, 47.4312449 ",Religion
6891,Point,school," 19.0206954, 47.4487869 ",School
6892,Point,school," 19.018073, 47.4660164 ",School
6893,Point,post_office," 19.0217057, 47.4655182 ",others
6894,Point,kindergarten," 18.8983553, 47.4428228 ",School
6895,Point,school," 18.8982561, 47.4410077 ",School
6896,Point,nightclub," 19.0370483, 47.4400993 ",Entertainment
6897,Point,fuel," 19.0066049, 47.4480423 ",Fuel Station
6898,Point,parking," 19.0068674, 47.4487502 ",Parking
6899,Point,parking," 19.0407618, 47.4351716 ",Parking
6900,Point,place_of_worship," 19.2889403, 47.5255724 ",Religion
6901,Point,kindergarten," 19.036202, 47.464244 ",School
6902,Point,parking," 18.9363871, 47.3769254 ",Parking
6903,Point,parking," 18.899834, 47.3219336 ",Parking
6904,Point,parking," 18.9363718, 47.4293793 ",Parking
6905,Point,restaurant," 18.901379, 47.4326439 ",Sustenance
6906,Point,parking," 19.040492, 47.4368412 ",Parking
6907,Point,marketplace," 19.0364268, 47.4458818 ",others
6908,Point,parking," 18.8929737, 47.4449339 ",Parking
6909,Point,parking," 18.8917084, 47.4434356 ",Parking
6910,Point,community_centre," 19.0164174, 47.4635123 ",Entertainment
6911,Point,post_office," 19.0161292, 47.4632283 ",others
6912,Point,kindergarten," 19.0345511, 47.4622266 ",School
6913,Point,kindergarten," 19.0343367, 47.4622872 ",School
6914,Point,fire_station," 19.2556113, 47.4378764 ",others
6915,Point,fast_food," 19.0211199, 47.4098054 ",Sustenance
6916,Point,place_of_worship," 19.0735883, 47.4833778 ",Religion
6917,Point,theatre," 19.0644911, 47.4915007 ",Entertainment
6918,Point,place_of_worship," 19.0764793, 47.5017934 ",Religion
6919,Point,parking," 19.0619538, 47.4759776 ",Parking
6920,Point,kindergarten," 19.1353686, 47.5452811 ",School
6921,Point,kindergarten," 19.1405478, 47.5385791 ",School
6922,Point,recycling," 19.1833989, 47.5208655 ",Recycling
6923,Point,parking," 18.9777156, 47.4479699 ",Parking
6924,Point,school," 19.0351062, 47.4323893 ",School
6925,Point,marketplace," 19.0716602, 47.4250179 ",others
6926,Point,parking," 18.9541449, 47.46599 ",Parking
6927,Point,place_of_worship," 19.0691654, 47.4197929 ",Religion
6928,Point,parking," 19.0051577, 47.3992352 ",Parking
6929,Point,place_of_worship," 19.3503789, 47.4430069 ",Religion
6930,Point,parking," 19.3484541, 47.4423245 ",Parking
6931,Point,police," 19.0403575, 47.4271715 ",Police
6932,Point,school," 19.0379815, 47.4271545 ",School
6933,Point,parking," 19.3509468, 47.442816 ",Parking
6934,Point,fuel," 19.0433423, 47.5505005 ",Fuel Station
6935,Point,fuel," 19.1162646, 47.5445865 ",Fuel Station
6936,Point,fuel," 19.1459851, 47.5657356 ",Fuel Station
6937,Point,hospital," 19.0815938, 47.496434 ",Healthcare
6938,Point,parking," 18.913331, 47.4303491 ",Parking
6939,Point,community_centre," 18.9133689, 47.4293936 ",Entertainment
6940,Point,parking," 18.9126969, 47.4310014 ",Parking
6941,Point,fast_food," 19.0695866, 47.4248292 ",Sustenance
6942,Point,parking," 18.9848301, 47.4466764 ",Parking
6943,Point,fuel," 19.3361243, 47.4609319 ",Fuel Station
6944,Point,parking," 19.022824, 47.4649713 ",Parking
6945,Point,fuel," 19.0561625, 47.3803052 ",Fuel Station
6946,Point,restaurant," 19.0538825, 47.3807619 ",Sustenance
6947,Point,parking," 19.0554081, 47.3806429 ",Parking
6948,Point,parking," 19.0543746, 47.3793518 ",Parking
6949,Point,place_of_worship," 18.9565189, 47.4650598 ",Religion
6950,Point,recycling," 18.9215223, 47.4497125 ",Recycling
6951,Point,restaurant," 19.0409606, 47.4766472 ",Sustenance
6952,Point,parking," 19.0331448, 47.4720761 ",Parking
6953,Point,hospital," 19.03526, 47.4693412 ",Healthcare
6954,Point,parking," 18.9059658, 47.4455291 ",Parking
6955,Point,parking," 19.1599334, 47.3470801 ",Parking
6956,Point,marketplace," 19.1260197, 47.4523604 ",others
6957,Point,place_of_worship," 19.0459309, 47.5370122 ",Religion
6958,Point,embassy," 19.0408618, 47.4867411 ",others
6959,Point,hospital," 19.0334184, 47.4822516 ",Healthcare
6960,Point,school," 19.3492205, 47.4423866 ",School
6961,Point,school," 19.3592376, 47.4406133 ",School
6962,Point,university," 19.0349119, 47.5335012 ",School
6963,Point,place_of_worship," 19.3512826, 47.4420329 ",Religion
6964,Point,place_of_worship," 19.1132835, 47.5195922 ",Religion
6965,Point,school," 19.1163333, 47.5460565 ",School
6966,Point,fuel," 19.1210365, 47.5604721 ",Fuel Station
6967,Point,place_of_worship," 19.1199986, 47.5630913 ",Religion
6968,Point,place_of_worship," 19.1234581, 47.5615184 ",Religion
6969,Point,doctors," 19.1022865, 47.5628774 ",Healthcare
6970,Point,parking," 19.0998745, 47.5600751 ",Parking
6971,Point,kindergarten," 19.0976658, 47.5626516 ",School
6972,Point,school," 19.0961865, 47.562472 ",School
6973,Point,kindergarten," 19.0974929, 47.5620624 ",School
6974,Point,pharmacy," 19.0953256, 47.5616568 ",Healthcare
6975,Point,kindergarten," 19.094869, 47.562477 ",School
6976,Point,pharmacy," 19.1008968, 47.5655311 ",Healthcare
6977,Point,hospital," 19.100555, 47.5657014 ",Healthcare
6978,Point,bank," 19.0943895, 47.5604481 ",Financial
6979,Point,place_of_worship," 19.1095704, 47.561982 ",Religion
6980,Point,community_centre," 19.0884603, 47.558897 ",Entertainment
6981,Point,parking," 19.0899813, 47.559715 ",Parking
6982,Point,parking," 19.1016962, 47.5583951 ",Parking
6983,Point,fire_station," 19.0965401, 47.5674467 ",others
6984,Point,parking," 19.0942812, 47.5549267 ",Parking
6985,Point,school," 19.0960228, 47.5583046 ",School
6986,Point,parking," 19.0778947, 47.5587546 ",Parking
6987,Point,parking," 19.0802498, 47.5593108 ",Parking
6988,Point,public_building," 19.090742, 47.5620088 ",others
6989,Point,doctors," 18.9533845, 47.5489374 ",Healthcare
6990,Point,school," 19.0988342, 47.5656688 ",School
6991,Point,community_centre," 19.1331057, 47.4855551 ",Entertainment
6992,Point,theatre," 19.025922, 47.5107096 ",Entertainment
6993,Point,fuel," 19.0920614, 47.5529851 ",Fuel Station
6994,Point,school," 19.0869732, 47.5547654 ",School
6995,Point,clinic," 19.0809324, 47.5291821 ",Healthcare
6996,Point,townhall," 19.0819743, 47.5295329 ",Government
6997,Point,townhall," 19.0813359, 47.5300273 ",Government
6998,Point,townhall," 19.0817835, 47.5297133 ",Government
6999,Point,townhall," 19.0815252, 47.5298747 ",Government
7000,Point,townhall," 19.0821186, 47.5297915 ",Government
7001,Point,parking," 19.082696, 47.533944 ",Parking
7002,Point,nursing_home," 18.9679814, 47.5677567 ",Healthcare
7003,Point,place_of_worship," 18.960712, 47.5662522 ",Religion
7004,Point,school," 18.9478699, 47.5645398 ",School
7005,Point,parking," 19.1066978, 47.5632624 ",Parking
7006,Point,fountain," 19.0868564, 47.5443683 ",Arts
7007,Point,school," 19.086242, 47.5459506 ",School
7008,Point,swimming_pool," 19.0859612, 47.5453429 ",others
7009,Point,parking," 19.0622107, 47.5232443 ",Parking
7010,Point,place_of_worship," 19.0885496, 47.5623961 ",Religion
7011,Point,community_centre," 19.034259, 47.5414662 ",Entertainment
7012,Point,community_centre," 19.0839309, 47.5462559 ",Entertainment
7013,Point,courthouse," 19.0937161, 47.5576459 ",Government
7014,Point,kindergarten," 19.0826834, 47.5408422 ",School
7015,Point,recycling," 19.0295719, 47.4695813 ",Recycling
7016,Point,arts_centre," 19.1010391, 47.5012996 ",Arts
7017,Point,school," 19.0887872, 47.5393261 ",School
7018,Point,kindergarten," 19.0888884, 47.5387072 ",School
